model,domain,phase,prompt,mean_entropy,std_entropy,perplexity,repeat_rate,switch_rate,mean_dx,mean_switch_prob,mean_final_switch_prob,mean_gap
Nomadic_NoDx,math,stable,The limit of (sin x)/x as x→0 is,0.1381947689485936,0.0308645310652671,1.129606893032821,0.16163901458019103,0.075,0.0,,,
Nomadic_NoDx,math,stable,2^10 =,0.03709105287480503,0.0,1.011703624781848,0.2093023255813954,0.075,0.0,,,
Nomadic_NoDx,math,stable,"행렬 [[1,0],[0,1]]의 행렬식(determinant)은",0.3171263157447522,0.06450773152438896,1.381953496458677,0.14367816091954022,0.225,0.0,,,
Nomadic_NoDx,math,stable,The sum of angles in a hexagon is,0.0840056680188593,0.011881720001082702,1.0593294845433265,0.10416666666666667,0.11666666666666668,0.0,,,
Nomadic_NoDx,math,stable,e^0 =,0.011583188005785625,1.734723475976807e-18,1.0035587332749423,0.5348837209302326,0.025000000000000005,0.0,,,
Nomadic_NoDx,code,stable,"# 피보나치 수열
def fib(n):
    if n <= 1: return n
    ",0.032622053272812084,0.0005063863945183603,1.0235304902208593,0.06349206349206349,0.041666666666666664,0.0,,,
Nomadic_NoDx,code,stable,"const greeting = (name) => `Hello,",0.20990775808263407,0.04060515454737262,1.1853454682714495,0.17687074829931973,0.09166666666666667,0.0,,,
Nomadic_NoDx,code,stable,"try:
    result = 10 / 0
except ZeroDivisionError:",0.1325517092557238,0.02068839878022435,1.1059244467892257,0.12895622895622896,0.008333333333333333,0.0,,,
Nomadic_NoDx,code,stable,<html><body><h1>Hello</h1></body></,0.253784179875058,0.0008343949436725968,1.3229526376860263,0.0,0.0,0.0,,,
Nomadic_NoDx,code,stable,"df = pd.DataFrame({'a': [1,2,3]})
df['b'] = df['a'",0.10361266702073925,0.019908430894211047,1.0866047800959773,0.06349206349206349,0.0,0.0,,,
Nomadic_NoDx,code,stable,"from collections import Counter
Counter('aabbcc') ",0.07116289333081777,0.022245215017588593,1.0898240594147857,0.4027149321266969,0.0,0.0,,,
Nomadic_NoDx,code,stable,"with open('file.txt', 'r') as f:
    content =",0.1275685861509241,0.031012952926915766,1.1041398707749341,0.11157698579082227,0.05833333333333334,0.0,,,
Nomadic_NoDx,code,stable,"import re
re.findall(r'\d+', 'abc123def456') ==",0.08782947709114902,0.04148572509693464,1.0689422215384086,0.2732884399551066,0.025000000000000005,0.0,,,
Nomadic_NoDx,code,stable,threading.Thread(target=worker).start()  #,0.1840016566714738,0.0356356012465507,1.1629218071540899,0.04666666666666667,0.10833333333333334,0.0,,,
Nomadic_NoDx,code,stable,"np.linspace(0, 1, 5) ==",0.06589876624861016,0.015155890738416285,1.126624258707616,0.3594771241830066,0.10000000000000002,0.0,,,
Nomadic_NoDx,language,transition,"바람이 부는 날, 그는 오래된 편지를",0.2071830476603316,0.05373262157124438,1.2077431311699203,0.2948717948717949,0.225,0.0,,,
Nomadic_NoDx,language,transition,The paradox of freedom is that,0.17608666139856613,0.05182608639528876,1.233121666625599,0.0,0.08333333333333333,0.0,,,
Nomadic_NoDx,language,transition,만약 내가 다시 태어난다면,0.20051505019987725,0.019909050522359886,1.2021097154571667,0.3404255319148936,0.21666666666666665,0.0,,,
Nomadic_NoDx,language,transition,"In the silence between words, there is",0.1660488868806943,0.025210177796769494,1.1688711776655476,0.021276595744680882,0.05000000000000001,0.0,,,
Nomadic_NoDx,language,transition,존재한다는 것의 의미를 묻는다면,0.18551265520702218,0.013532514137783202,1.2224228905074186,0.42483660130718953,0.3333333333333333,0.0,,,
Nomadic_NoDx,language,transition,"고요한 새벽, 그녀는 창밖을 바라보며",0.37776163112634026,0.04385239691358335,1.4304261558603049,0.09494436381228832,0.25,0.0,,,
Nomadic_NoDx,language,transition,The road not taken reminds us that,0.18217352564048964,0.005719645431386734,1.2267098568294104,0.04347826086956519,0.041666666666666664,0.0,,,
Nomadic_NoDx,language,transition,기억이란 결국,0.28896896509045455,0.09400911859562243,1.2863387775913768,0.25925925925925924,0.25833333333333336,0.0,,,
Nomadic_NoDx,language,transition,"When the last star fades,",0.24576749367580594,0.029488390687983278,1.2096712034998018,0.0,0.041666666666666664,0.0,,,
Nomadic_NoDx,language,transition,변하지 않는 것들에 대한 믿음은,0.24431282689427816,0.04674200479973183,1.2226013400989366,0.3143424036281179,0.2833333333333334,0.0,,,
